Trade #,Type,Signal,Date/Time,Price JPY,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
539,Exit Long,MACrossSE,2024-07-10 09:01,161.440,499,0,0.00,33.73,0.00,0.03,0.01,0.03,0.01
539,Entry Long,MACrossLE,2024-07-10 08:59,161.440,499,0,0.00,33.73,0.00,0.03,0.01,0.03,0.01
538,Exit Short,MACrossLE,2024-07-10 08:59,161.440,499,0.03,0.01,33.73,0.00,0.06,0.01,0,0.00
538,Entry Short,MACrossSE,2024-07-10 08:54,161.451,499,0.03,0.01,33.73,0.00,0.06,0.01,0,0.00
537,Exit Long,MACrossSE,2024-07-10 08:54,161.451,499,0.01,0.00,33.70,0.00,0.01,0.00,0,0.00
537,Entry Long,MACrossLE,2024-07-10 08:54,161.448,499,0.01,0.00,33.70,0.00,0.01,0.00,0,0.00
536,Exit Short,MACrossLE,2024-07-10 08:54,161.448,499,0.06,0.01,33.69,0.00,0.11,0.02,0,0.00
536,Entry Short,MACrossSE,2024-07-10 08:45,161.468,499,0.06,0.01,33.69,0.00,0.11,0.02,0,0.00
535,Exit Long,MACrossSE,2024-07-10 08:45,161.468,499,0.003,0.00,33.63,0.00,0.05,0.01,0.03,0.01
535,Entry Long,MACrossLE,2024-07-10 08:40,161.467,499,0.003,0.00,33.63,0.00,0.05,0.01,0.03,0.01
534,Exit Short,MACrossLE,2024-07-10 08:40,161.467,499,-0.003,0.00,33.63,0.00,0.03,0.01,0.02,0.00
534,Entry Short,MACrossSE,2024-07-10 08:38,161.466,499,-0.003,0.00,33.63,0.00,0.03,0.01,0.02,0.00
533,Exit Long,MACrossSE,2024-07-10 08:38,161.466,499,0,0.00,33.63,0.00,0,0.00,0,0.00
533,Entry Long,MACrossLE,2024-07-10 08:38,161.466,499,0,0.00,33.63,0.00,0,0.00,0,0.00
532,Exit Short,MACrossLE,2024-07-10 08:38,161.466,499,0.01,0.00,33.63,0.00,0.04,0.01,0.04,0.01
532,Entry Short,MACrossSE,2024-07-10 08:34,161.469,499,0.01,0.00,33.63,0.00,0.04,0.01,0.04,0.01
531,Exit Long,MACrossSE,2024-07-10 08:34,161.469,499,0.03,0.01,33.62,0.00,0.08,0.02,0.02,0.00
531,Entry Long,MACrossLE,2024-07-10 08:27,161.459,499,0.03,0.01,33.62,0.00,0.08,0.02,0.02,0.00
530,Exit Short,MACrossLE,2024-07-10 08:27,161.459,499,0.08,0.02,33.59,0.00,0.15,0.03,0,0.00
530,Entry Short,MACrossSE,2024-07-10 08:19,161.484,499,0.08,0.02,33.59,0.00,0.15,0.03,0,0.00
529,Exit Long,MACrossSE,2024-07-10 08:19,161.484,499,0.06,0.01,33.51,0.00,0.15,0.03,0.01,0.00
529,Entry Long,MACrossLE,2024-07-10 08:12,161.464,499,0.06,0.01,33.51,0.00,0.15,0.03,0.01,0.00
528,Exit Short,MACrossLE,2024-07-10 08:12,161.464,499,0.01,0.00,33.45,0.00,0.04,0.01,0.02,0.00
528,Entry Short,MACrossSE,2024-07-10 08:06,161.467,499,0.01,0.00,33.45,0.00,0.04,0.01,0.02,0.00
527,Exit Long,MACrossSE,2024-07-10 08:06,161.467,499,-0.01,0.00,33.44,0.00,0.05,0.01,0.05,0.01
527,Entry Long,MACrossLE,2024-07-10 08:02,161.469,499,-0.01,0.00,33.44,0.00,0.05,0.01,0.05,0.01
526,Exit Short,MACrossLE,2024-07-10 08:02,161.469,499,0.01,0.00,33.45,0.00,0.01,0.00,0,0.00
526,Entry Short,MACrossSE,2024-07-10 08:02,161.472,499,0.01,0.00,33.45,0.00,0.01,0.00,0,0.00
525,Exit Long,MACrossSE,2024-07-10 08:02,161.472,499,0,0.00,33.44,0.00,0.03,0.01,0.02,0.00
525,Entry Long,MACrossLE,2024-07-10 08:00,161.472,499,0,0.00,33.44,0.00,0.03,0.01,0.02,0.00
524,Exit Short,MACrossLE,2024-07-10 08:00,161.472,499,0.11,0.02,33.44,0.00,0.16,0.03,0,0.00
524,Entry Short,MACrossSE,2024-07-10 07:49,161.507,499,0.11,0.02,33.44,0.00,0.16,0.03,0,0.00
523,Exit Long,MACrossSE,2024-07-10 07:49,161.507,499,0.11,0.02,33.33,0.00,0.16,0.03,0,0.00
523,Entry Long,MACrossLE,2024-07-10 07:38,161.472,499,0.11,0.02,33.33,0.00,0.16,0.03,0,0.00
522,Exit Short,MACrossLE,2024-07-10 07:38,161.472,499,0.05,0.01,33.22,0.00,0.10,0.02,0,0.00
522,Entry Short,MACrossSE,2024-07-10 07:31,161.487,499,0.05,0.01,33.22,0.00,0.10,0.02,0,0.00
521,Exit Long,MACrossSE,2024-07-10 07:31,161.487,499,0.05,0.01,33.18,0.00,0.07,0.01,0,0.00
521,Entry Long,MACrossLE,2024-07-10 07:22,161.471,499,0.05,0.01,33.18,0.00,0.07,0.01,0,0.00
520,Exit Short,MACrossLE,2024-07-10 07:22,161.471,499,0.17,0.03,33.13,0.00,0.22,0.04,0,0.00
520,Entry Short,MACrossSE,2024-07-10 07:11,161.527,499,0.17,0.03,33.13,0.00,0.22,0.04,0,0.00
519,Exit Long,MACrossSE,2024-07-10 07:11,161.527,499,-0.003,0.00,32.95,0.00,0.01,0.00,0.02,0.00
519,Entry Long,MACrossLE,2024-07-10 07:09,161.528,499,-0.003,0.00,32.95,0.00,0.01,0.00,0.02,0.00
518,Exit Short,MACrossLE,2024-07-10 07:09,161.528,499,0.02,0.00,32.96,0.00,0.05,0.01,0.01,0.00
518,Entry Short,MACrossSE,2024-07-10 07:01,161.535,499,0.02,0.00,32.96,0.00,0.05,0.01,0.01,0.00
517,Exit Long,MACrossSE,2024-07-10 07:01,161.535,499,-0.01,0.00,32.93,0.00,0,0.00,0.01,0.00
517,Entry Long,MACrossLE,2024-07-10 07:01,161.538,499,-0.01,0.00,32.93,0.00,0,0.00,0.01,0.00
516,Exit Short,MACrossLE,2024-07-10 07:01,161.538,499,0.01,0.00,32.94,0.00,0.04,0.01,0.03,0.01
516,Entry Short,MACrossSE,2024-07-10 06:57,161.540,499,0.01,0.00,32.94,0.00,0.04,0.01,0.03,0.01
515,Exit Long,MACrossSE,2024-07-10 06:57,161.540,499,0.07,0.01,32.94,0.00,0.09,0.02,0,0.00
515,Entry Long,MACrossLE,2024-07-10 06:47,161.518,499,0.07,0.01,32.94,0.00,0.09,0.02,0,0.00
514,Exit Short,MACrossLE,2024-07-10 06:47,161.518,499,0.11,0.02,32.87,0.00,0.15,0.03,0.01,0.00
514,Entry Short,MACrossSE,2024-07-10 06:38,161.555,499,0.11,0.02,32.87,0.00,0.15,0.03,0.01,0.00
513,Exit Long,MACrossSE,2024-07-10 06:38,161.555,499,0.01,0.00,32.75,0.00,0.01,0.00,0,0.00
513,Entry Long,MACrossLE,2024-07-10 06:38,161.553,499,0.01,0.00,32.75,0.00,0.01,0.00,0,0.00
512,Exit Short,MACrossLE,2024-07-10 06:38,161.553,499,0.02,0.00,32.75,0.00,0.05,0.01,0,0.00
512,Entry Short,MACrossSE,2024-07-10 06:33,161.561,499,0.02,0.00,32.75,0.00,0.05,0.01,0,0.00
511,Exit Long,MACrossSE,2024-07-10 06:33,161.561,499,0.02,0.00,32.72,0.00,0.08,0.02,0,0.00
511,Entry Long,MACrossLE,2024-07-10 06:28,161.555,499,0.02,0.00,32.72,0.00,0.08,0.02,0,0.00
510,Exit Short,MACrossLE,2024-07-10 06:28,161.555,499,0.11,0.02,32.71,0.00,0.15,0.03,0,0.00
510,Entry Short,MACrossSE,2024-07-10 06:11,161.589,499,0.11,0.02,32.71,0.00,0.15,0.03,0,0.00
509,Exit Long,MACrossSE,2024-07-10 06:11,161.589,499,0.03,0.01,32.60,0.00,0.08,0.02,0.02,0.00
509,Entry Long,MACrossLE,2024-07-10 06:06,161.579,499,0.03,0.01,32.60,0.00,0.08,0.02,0.02,0.00
508,Exit Short,MACrossLE,2024-07-10 06:06,161.579,499,-0.01,0.00,32.57,0.00,0.03,0.01,0.02,0.00
508,Entry Short,MACrossSE,2024-07-10 06:04,161.577,499,-0.01,0.00,32.57,0.00,0.03,0.01,0.02,0.00
507,Exit Long,MACrossSE,2024-07-10 06:04,161.577,499,0.08,0.02,32.58,0.00,0.15,0.03,0,0.00
507,Entry Long,MACrossLE,2024-07-10 05:51,161.552,499,0.08,0.02,32.58,0.00,0.15,0.03,0,0.00
506,Exit Short,MACrossLE,2024-07-10 05:51,161.552,499,0.01,0.00,32.50,0.00,0.04,0.01,0.02,0.00
506,Entry Short,MACrossSE,2024-07-10 05:48,161.554,499,0.01,0.00,32.50,0.00,0.04,0.01,0.02,0.00
505,Exit Long,MACrossSE,2024-07-10 05:48,161.554,499,0,0.00,32.49,0.00,0.02,0.00,0.03,0.01
505,Entry Long,MACrossLE,2024-07-10 05:44,161.554,499,0,0.00,32.49,0.00,0.02,0.00,0.03,0.01
504,Exit Short,MACrossLE,2024-07-10 05:44,161.554,499,0.08,0.02,32.49,0.00,0.12,0.02,0,0.00
504,Entry Short,MACrossSE,2024-07-10 05:36,161.579,499,0.08,0.02,32.49,0.00,0.12,0.02,0,0.00
503,Exit Long,MACrossSE,2024-07-10 05:36,161.579,499,0.07,0.01,32.41,0.00,0.17,0.03,0.01,0.00
503,Entry Long,MACrossLE,2024-07-10 05:29,161.556,499,0.07,0.01,32.41,0.00,0.17,0.03,0.01,0.00
502,Exit Short,MACrossLE,2024-07-10 05:29,161.556,499,-0.01,0.00,32.34,0.00,0.03,0.01,0.05,0.01
502,Entry Short,MACrossSE,2024-07-10 05:26,161.553,499,-0.01,0.00,32.34,0.00,0.03,0.01,0.05,0.01
501,Exit Long,MACrossSE,2024-07-10 05:26,161.553,499,0.05,0.01,32.35,0.00,0.10,0.02,0,0.00
501,Entry Long,MACrossLE,2024-07-10 05:19,161.536,499,0.05,0.01,32.35,0.00,0.10,0.02,0,0.00
500,Exit Short,MACrossLE,2024-07-10 05:19,161.536,499,0.06,0.01,32.30,0.00,0.10,0.02,0.01,0.00
500,Entry Short,MACrossSE,2024-07-10 05:10,161.556,499,0.06,0.01,32.30,0.00,0.10,0.02,0.01,0.00
499,Exit Long,MACrossSE,2024-07-10 05:10,161.556,499,0.18,0.04,32.24,0.00,0.24,0.05,0,0.00
499,Entry Long,MACrossLE,2024-07-10 04:59,161.498,499,0.18,0.04,32.24,0.00,0.24,0.05,0,0.00
498,Exit Short,MACrossLE,2024-07-10 04:59,161.498,499,0.03,0.01,32.06,0.00,0.10,0.02,0.003,0.00
498,Entry Short,MACrossSE,2024-07-10 04:53,161.509,499,0.03,0.01,32.06,0.00,0.10,0.02,0.003,0.00
497,Exit Long,MACrossSE,2024-07-10 04:53,161.509,499,-0.003,0.00,32.02,0.00,0.03,0.01,0.04,0.01
497,Entry Long,MACrossLE,2024-07-10 04:50,161.510,499,-0.003,0.00,32.02,0.00,0.03,0.01,0.04,0.01
496,Exit Short,MACrossLE,2024-07-10 04:50,161.510,499,0.02,0.00,32.03,0.00,0.04,0.01,0.01,0.00
496,Entry Short,MACrossSE,2024-07-10 04:42,161.516,499,0.02,0.00,32.03,0.00,0.04,0.01,0.01,0.00
495,Exit Long,MACrossSE,2024-07-10 04:42,161.516,499,0.01,0.00,32.01,0.00,0.03,0.01,0.01,0.00
495,Entry Long,MACrossLE,2024-07-10 04:36,161.512,499,0.01,0.00,32.01,0.00,0.03,0.01,0.01,0.00
494,Exit Short,MACrossLE,2024-07-10 04:36,161.512,499,0.02,0.00,32.00,0.00,0.06,0.01,0.003,0.00
494,Entry Short,MACrossSE,2024-07-10 04:29,161.520,499,0.02,0.00,32.00,0.00,0.06,0.01,0.003,0.00
493,Exit Long,MACrossSE,2024-07-10 04:29,161.520,499,0.20,0.04,31.97,0.00,0.26,0.05,0,0.00
493,Entry Long,MACrossLE,2024-07-10 04:09,161.455,499,0.20,0.04,31.97,0.00,0.26,0.05,0,0.00
492,Exit Short,MACrossLE,2024-07-10 04:09,161.455,499,0.05,0.01,31.77,0.00,0.14,0.03,0.01,0.00
492,Entry Short,MACrossSE,2024-07-10 04:04,161.470,499,0.05,0.01,31.77,0.00,0.14,0.03,0.01,0.00
491,Exit Long,MACrossSE,2024-07-10 04:04,161.470,499,0.06,0.01,31.72,0.00,0.16,0.03,0,0.00
491,Entry Long,MACrossLE,2024-07-10 03:58,161.451,499,0.06,0.01,31.72,0.00,0.16,0.03,0,0.00
490,Exit Short,MACrossLE,2024-07-10 03:58,161.451,499,-0.01,0.00,31.67,0.00,0.05,0.01,0.09,0.02
490,Entry Short,MACrossSE,2024-07-10 03:53,161.447,499,-0.01,0.00,31.67,0.00,0.05,0.01,0.09,0.02
489,Exit Long,MACrossSE,2024-07-10 03:53,161.447,499,0.25,0.05,31.68,0.01,0.30,0.06,0,0.00
489,Entry Long,MACrossLE,2024-07-10 03:37,161.367,499,0.25,0.05,31.68,0.01,0.30,0.06,0,0.00
488,Exit Short,MACrossLE,2024-07-10 03:37,161.367,499,0.15,0.03,31.43,0.00,0.23,0.05,0.01,0.00
488,Entry Short,MACrossSE,2024-07-10 03:24,161.416,499,0.15,0.03,31.43,0.00,0.23,0.05,0.01,0.00
487,Exit Long,MACrossSE,2024-07-10 03:24,161.416,499,0.11,0.02,31.28,0.00,0.14,0.03,0,0.00
487,Entry Long,MACrossLE,2024-07-10 03:16,161.382,499,0.11,0.02,31.28,0.00,0.14,0.03,0,0.00
486,Exit Short,MACrossLE,2024-07-10 03:16,161.382,499,0.02,0.00,31.17,0.00,0.07,0.01,0.03,0.01
486,Entry Short,MACrossSE,2024-07-10 03:10,161.388,499,0.02,0.00,31.17,0.00,0.07,0.01,0.03,0.01
485,Exit Long,MACrossSE,2024-07-10 03:10,161.388,499,0.03,0.01,31.16,0.00,0.07,0.01,0.01,0.00
485,Entry Long,MACrossLE,2024-07-10 03:04,161.379,499,0.03,0.01,31.16,0.00,0.07,0.01,0.01,0.00
484,Exit Short,MACrossLE,2024-07-10 03:04,161.379,499,0.20,0.04,31.13,0.00,0.28,0.06,0,0.00
484,Entry Short,MACrossSE,2024-07-10 02:53,161.444,499,0.20,0.04,31.13,0.00,0.28,0.06,0,0.00
483,Exit Long,MACrossSE,2024-07-10 02:53,161.444,499,0.05,0.01,30.93,0.00,0.09,0.02,0,0.00
483,Entry Long,MACrossLE,2024-07-10 02:46,161.428,499,0.05,0.01,30.93,0.00,0.09,0.02,0,0.00
482,Exit Short,MACrossLE,2024-07-10 02:46,161.428,499,0.01,0.00,30.88,0.00,0.03,0.01,0.02,0.00
482,Entry Short,MACrossSE,2024-07-10 02:38,161.432,499,0.01,0.00,30.88,0.00,0.03,0.01,0.02,0.00
481,Exit Long,MACrossSE,2024-07-10 02:38,161.432,499,0.05,0.01,30.86,0.00,0.09,0.02,0,0.00
481,Entry Long,MACrossLE,2024-07-10 02:32,161.417,499,0.05,0.01,30.86,0.00,0.09,0.02,0,0.00
480,Exit Short,MACrossLE,2024-07-10 02:32,161.417,499,0.27,0.05,30.82,0.01,0.32,0.06,0,0.00
480,Entry Short,MACrossSE,2024-07-10 02:00,161.503,499,0.27,0.05,30.82,0.01,0.32,0.06,0,0.00
479,Exit Long,MACrossSE,2024-07-10 02:00,161.503,499,-0.01,0.00,30.55,0.00,0.03,0.01,0.02,0.00
479,Entry Long,MACrossLE,2024-07-10 01:57,161.505,499,-0.01,0.00,30.55,0.00,0.03,0.01,0.02,0.00
478,Exit Short,MACrossLE,2024-07-10 01:57,161.505,499,0.08,0.02,30.56,0.00,0.12,0.02,0,0.00
478,Entry Short,MACrossSE,2024-07-10 01:48,161.530,499,0.08,0.02,30.56,0.00,0.12,0.02,0,0.00
477,Exit Long,MACrossSE,2024-07-10 01:48,161.530,499,0,0.00,30.48,0.00,0.03,0.01,0.04,0.01
477,Entry Long,MACrossLE,2024-07-10 01:44,161.530,499,0,0.00,30.48,0.00,0.03,0.01,0.04,0.01
476,Exit Short,MACrossLE,2024-07-10 01:44,161.530,499,0.06,0.01,30.48,0.00,0.10,0.02,0,0.00
476,Entry Short,MACrossSE,2024-07-10 01:36,161.549,499,0.06,0.01,30.48,0.00,0.10,0.02,0,0.00
475,Exit Long,MACrossSE,2024-07-10 01:36,161.549,499,0.19,0.04,30.42,0.00,0.23,0.05,0,0.00
475,Entry Long,MACrossLE,2024-07-10 01:21,161.489,499,0.19,0.04,30.42,0.00,0.23,0.05,0,0.00
474,Exit Short,MACrossLE,2024-07-10 01:21,161.489,499,0.01,0.00,30.24,0.00,0.06,0.01,0.03,0.01
474,Entry Short,MACrossSE,2024-07-10 01:18,161.492,499,0.01,0.00,30.24,0.00,0.06,0.01,0.03,0.01
473,Exit Long,MACrossSE,2024-07-10 01:18,161.492,499,0.16,0.03,30.23,0.00,0.19,0.04,0,0.00
473,Entry Long,MACrossLE,2024-07-10 01:06,161.440,499,0.16,0.03,30.23,0.00,0.19,0.04,0,0.00
472,Exit Short,MACrossLE,2024-07-10 01:06,161.440,499,0.01,0.00,30.07,0.00,0.05,0.01,0.03,0.01
472,Entry Short,MACrossSE,2024-07-10 01:01,161.443,499,0.01,0.00,30.07,0.00,0.05,0.01,0.03,0.01
471,Exit Long,MACrossSE,2024-07-10 01:01,161.443,499,0.02,0.00,30.06,0.00,0.11,0.02,0.02,0.00
471,Entry Long,MACrossLE,2024-07-10 00:56,161.437,499,0.02,0.00,30.06,0.00,0.11,0.02,0.02,0.00
470,Exit Short,MACrossLE,2024-07-10 00:56,161.437,499,-0.01,0.00,30.04,0.00,0.02,0.00,0.04,0.01
470,Entry Short,MACrossSE,2024-07-10 00:54,161.434,499,-0.01,0.00,30.04,0.00,0.02,0.00,0.04,0.01
469,Exit Long,MACrossSE,2024-07-10 00:54,161.434,499,0.03,0.01,30.05,0.00,0.07,0.01,0,0.00
469,Entry Long,MACrossLE,2024-07-10 00:45,161.424,499,0.03,0.01,30.05,0.00,0.07,0.01,0,0.00
468,Exit Short,MACrossLE,2024-07-10 00:45,161.424,499,0.09,0.02,30.02,0.00,0.14,0.03,0,0.00
468,Entry Short,MACrossSE,2024-07-10 00:33,161.452,499,0.09,0.02,30.02,0.00,0.14,0.03,0,0.00
467,Exit Long,MACrossSE,2024-07-10 00:33,161.452,499,0.02,0.00,29.93,0.00,0.03,0.01,0,0.00
467,Entry Long,MACrossLE,2024-07-10 00:31,161.447,499,0.02,0.00,29.93,0.00,0.03,0.01,0,0.00
466,Exit Short,MACrossLE,2024-07-10 00:31,161.447,499,0.01,0.00,29.92,0.00,0.01,0.00,0,0.00
466,Entry Short,MACrossSE,2024-07-10 00:31,161.451,499,0.01,0.00,29.92,0.00,0.01,0.00,0,0.00
465,Exit Long,MACrossSE,2024-07-10 00:31,161.451,499,0.01,0.00,29.90,0.00,0.05,0.01,0.01,0.00
465,Entry Long,MACrossLE,2024-07-10 00:26,161.447,499,0.01,0.00,29.90,0.00,0.05,0.01,0.01,0.00
464,Exit Short,MACrossLE,2024-07-10 00:26,161.447,499,0.04,0.01,29.89,0.00,0.06,0.01,0,0.00
464,Entry Short,MACrossSE,2024-07-10 00:17,161.459,499,0.04,0.01,29.89,0.00,0.06,0.01,0,0.00
463,Exit Long,MACrossSE,2024-07-10 00:17,161.459,499,0.09,0.02,29.85,0.00,0.13,0.03,0.02,0.00
463,Entry Long,MACrossLE,2024-07-09 23:57,161.430,499,0.09,0.02,29.85,0.00,0.13,0.03,0.02,0.00
462,Exit Short,MACrossLE,2024-07-09 23:57,161.430,499,-0.02,0.00,29.76,0.00,0.02,0.00,0.04,0.01
462,Entry Short,MACrossSE,2024-07-09 23:55,161.425,499,-0.02,0.00,29.76,0.00,0.02,0.00,0.04,0.01
461,Exit Long,MACrossSE,2024-07-09 23:55,161.425,499,-0.01,0.00,29.78,0.00,0.03,0.01,0.03,0.01
461,Entry Long,MACrossLE,2024-07-09 23:52,161.427,499,-0.01,0.00,29.78,0.00,0.03,0.01,0.03,0.01
460,Exit Short,MACrossLE,2024-07-09 23:52,161.427,499,0.13,0.03,29.79,0.00,0.21,0.04,0,0.00
460,Entry Short,MACrossSE,2024-07-09 23:35,161.470,499,0.13,0.03,29.79,0.00,0.21,0.04,0,0.00
459,Exit Long,MACrossSE,2024-07-09 23:35,161.470,499,0.05,0.01,29.65,0.00,0.12,0.02,0,0.00
459,Entry Long,MACrossLE,2024-07-09 23:29,161.454,499,0.05,0.01,29.65,0.00,0.12,0.02,0,0.00
458,Exit Short,MACrossLE,2024-07-09 23:29,161.454,499,0.03,0.01,29.60,0.00,0.11,0.02,0.02,0.00
458,Entry Short,MACrossSE,2024-07-09 23:24,161.465,499,0.03,0.01,29.60,0.00,0.11,0.02,0.02,0.00
457,Exit Long,MACrossSE,2024-07-09 23:24,161.465,499,0.02,0.00,29.57,0.00,0.06,0.01,0.01,0.00
457,Entry Long,MACrossLE,2024-07-09 23:19,161.457,499,0.02,0.00,29.57,0.00,0.06,0.01,0.01,0.00
456,Exit Short,MACrossLE,2024-07-09 23:19,161.457,499,0.25,0.05,29.54,0.01,0.32,0.07,0.003,0.00
456,Entry Short,MACrossSE,2024-07-09 22:46,161.538,499,0.25,0.05,29.54,0.01,0.32,0.07,0.003,0.00
455,Exit Long,MACrossSE,2024-07-09 22:46,161.538,499,0.02,0.00,29.29,0.00,0.09,0.02,0.01,0.00
455,Entry Long,MACrossLE,2024-07-09 22:37,161.531,499,0.02,0.00,29.29,0.00,0.09,0.02,0.01,0.00
454,Exit Short,MACrossLE,2024-07-09 22:37,161.531,499,0,0.00,29.27,0.00,0,0.00,0,0.00
454,Entry Short,MACrossSE,2024-07-09 22:37,161.531,499,0,0.00,29.27,0.00,0,0.00,0,0.00
453,Exit Long,MACrossSE,2024-07-09 22:37,161.531,499,0.11,0.02,29.27,0.00,0.15,0.03,0,0.00
453,Entry Long,MACrossLE,2024-07-09 22:19,161.496,499,0.11,0.02,29.27,0.00,0.15,0.03,0,0.00
452,Exit Short,MACrossLE,2024-07-09 22:19,161.496,499,0.15,0.03,29.16,0.00,0.22,0.04,0,0.00
452,Entry Short,MACrossSE,2024-07-09 22:06,161.545,499,0.15,0.03,29.16,0.00,0.22,0.04,0,0.00
451,Exit Long,MACrossSE,2024-07-09 22:06,161.545,499,0.10,0.02,29.01,0.00,0.23,0.05,0,0.00
451,Entry Long,MACrossLE,2024-07-09 21:57,161.513,499,0.10,0.02,29.01,0.00,0.23,0.05,0,0.00
450,Exit Short,MACrossLE,2024-07-09 21:57,161.513,499,0.16,0.03,28.91,0.00,0.22,0.04,0,0.00
450,Entry Short,MACrossSE,2024-07-09 21:41,161.565,499,0.16,0.03,28.91,0.00,0.22,0.04,0,0.00
449,Exit Long,MACrossSE,2024-07-09 21:41,161.565,499,0.18,0.04,28.75,0.00,0.23,0.05,0,0.00
449,Entry Long,MACrossLE,2024-07-09 21:29,161.508,499,0.18,0.04,28.75,0.00,0.23,0.05,0,0.00
448,Exit Short,MACrossLE,2024-07-09 21:29,161.508,499,0.04,0.01,28.58,0.00,0.10,0.02,0.02,0.00
448,Entry Short,MACrossSE,2024-07-09 21:20,161.522,499,0.04,0.01,28.58,0.00,0.10,0.02,0.02,0.00
447,Exit Long,MACrossSE,2024-07-09 21:20,161.522,499,0.04,0.01,28.53,0.00,0.10,0.02,0,0.00
447,Entry Long,MACrossLE,2024-07-09 21:15,161.510,499,0.04,0.01,28.53,0.00,0.10,0.02,0,0.00
446,Exit Short,MACrossLE,2024-07-09 21:15,161.510,499,-0.01,0.00,28.50,0.00,0.03,0.01,0.06,0.01
446,Entry Short,MACrossSE,2024-07-09 21:13,161.507,499,-0.01,0.00,28.50,0.00,0.03,0.01,0.06,0.01
445,Exit Long,MACrossSE,2024-07-09 21:13,161.507,499,0.12,0.02,28.51,0.00,0.28,0.06,0,0.00
445,Entry Long,MACrossLE,2024-07-09 21:06,161.467,499,0.12,0.02,28.51,0.00,0.28,0.06,0,0.00
444,Exit Short,MACrossLE,2024-07-09 21:06,161.467,499,0.05,0.01,28.38,0.00,0.11,0.02,0,0.00
444,Entry Short,MACrossSE,2024-07-09 20:59,161.484,499,0.05,0.01,28.38,0.00,0.11,0.02,0,0.00
443,Exit Long,MACrossSE,2024-07-09 20:59,161.484,499,0.19,0.04,28.33,0.00,0.27,0.05,0.01,0.00
443,Entry Long,MACrossLE,2024-07-09 20:44,161.422,499,0.19,0.04,28.33,0.00,0.27,0.05,0.01,0.00
442,Exit Short,MACrossLE,2024-07-09 20:44,161.422,499,0,0.00,28.14,0.00,0.04,0.01,0.04,0.01
442,Entry Short,MACrossSE,2024-07-09 20:42,161.422,499,0,0.00,28.14,0.00,0.04,0.01,0.04,0.01
441,Exit Long,MACrossSE,2024-07-09 20:42,161.422,499,0.22,0.04,28.14,0.00,0.28,0.06,0.03,0.01
441,Entry Long,MACrossLE,2024-07-09 20:24,161.351,499,0.22,0.04,28.14,0.00,0.28,0.06,0.03,0.01
440,Exit Short,MACrossLE,2024-07-09 20:24,161.351,499,0.06,0.01,27.92,0.00,0.11,0.02,0.01,0.00
440,Entry Short,MACrossSE,2024-07-09 20:12,161.370,499,0.06,0.01,27.92,0.00,0.11,0.02,0.01,0.00
439,Exit Long,MACrossSE,2024-07-09 20:12,161.370,500,0.14,0.03,27.86,0.00,0.18,0.04,0,0.00
439,Entry Long,MACrossLE,2024-07-09 20:03,161.326,500,0.14,0.03,27.86,0.00,0.18,0.04,0,0.00
438,Exit Short,MACrossLE,2024-07-09 20:03,161.326,500,0.04,0.01,27.72,0.00,0.12,0.02,0.02,0.00
438,Entry Short,MACrossSE,2024-07-09 19:48,161.339,500,0.04,0.01,27.72,0.00,0.12,0.02,0.02,0.00
437,Exit Long,MACrossSE,2024-07-09 19:48,161.339,500,0.02,0.00,27.68,0.00,0.06,0.01,0.01,0.00
437,Entry Long,MACrossLE,2024-07-09 19:40,161.333,500,0.02,0.00,27.68,0.00,0.06,0.01,0.01,0.00
436,Exit Short,MACrossLE,2024-07-09 19:40,161.333,500,0.02,0.00,27.66,0.00,0.06,0.01,0.01,0.00
436,Entry Short,MACrossSE,2024-07-09 19:36,161.340,500,0.02,0.00,27.66,0.00,0.06,0.01,0.01,0.00
435,Exit Long,MACrossSE,2024-07-09 19:36,161.340,499,-0.01,0.00,27.64,0.00,0.003,0.00,0.04,0.01
435,Entry Long,MACrossLE,2024-07-09 19:33,161.343,499,-0.01,0.00,27.64,0.00,0.003,0.00,0.04,0.01
434,Exit Short,MACrossLE,2024-07-09 19:33,161.343,499,0.03,0.01,27.65,0.00,0.06,0.01,0.01,0.00
434,Entry Short,MACrossSE,2024-07-09 19:21,161.353,499,0.03,0.01,27.65,0.00,0.06,0.01,0.01,0.00
433,Exit Long,MACrossSE,2024-07-09 19:21,161.353,499,0.003,0.00,27.62,0.00,0.02,0.00,0.03,0.01
433,Entry Long,MACrossLE,2024-07-09 19:18,161.352,499,0.003,0.00,27.62,0.00,0.02,0.00,0.03,0.01
432,Exit Short,MACrossLE,2024-07-09 19:18,161.352,499,0,0.00,27.62,0.00,0.04,0.01,0.02,0.00
432,Entry Short,MACrossSE,2024-07-09 19:14,161.352,499,0,0.00,27.62,0.00,0.04,0.01,0.02,0.00
431,Exit Long,MACrossSE,2024-07-09 19:14,161.352,500,0.08,0.02,27.62,0.00,0.13,0.03,0.003,0.00
431,Entry Long,MACrossLE,2024-07-09 19:00,161.327,500,0.08,0.02,27.62,0.00,0.13,0.03,0.003,0.00
430,Exit Short,MACrossLE,2024-07-09 19:00,161.327,500,0.01,0.00,27.54,0.00,0.01,0.00,0,0.00
430,Entry Short,MACrossSE,2024-07-09 19:00,161.330,500,0.01,0.00,27.54,0.00,0.01,0.00,0,0.00
